entity_type,external_id,name,category_slug,district,address,latitude,longitude,image_count,source_url
hotel,osm-node-11584401669,Fedora Hostel,khach-san-homestay,,"284/9, Duong Dien Bien Phu, Da Nang",16.0663013,108.1939386,3,https://www.openstreetmap.org/node/11584401669
hotel,osm-node-12133395101,Grand Sea View Hotel,khach-san-homestay,,"121, Duong Hoang Ke Viem, Da Nang",16.0499198,108.2471017,3,https://www.openstreetmap.org/node/12133395101
hotel,osm-node-6054437786,Green Balcony Hostel & Coffee,khach-san-homestay,,"01, Suong Nguyet Anh, Da Nang",16.0683158,108.2404477,3,https://www.openstreetmap.org/node/6054437786
hotel,osm-node-6712140863,Hilary Hotel,khach-san-homestay,Son Tra,"128, Ho Nghinh, Son Tra, Da Nang",16.0733588,108.2429392,3,https://www.openstreetmap.org/node/6712140863
hotel,osm-node-12101736706,Hong Chau,khach-san-homestay,,"122, Duong Ho Nghinh, Da Nang",16.0735258,108.242881,3,https://www.openstreetmap.org/node/12101736706
hotel,osm-node-11684508969,Jolias House,khach-san-homestay,,"1, Kiet 498 Vo Nguyen Giap, Da Nang",16.0383857,108.2497851,3,https://www.openstreetmap.org/node/11684508969
hotel,osm-node-11530773064,Khach San Sea Castle Hotel Sea Castle Hotel,khach-san-homestay,,"171, Ho Nghinh, Da Nang",16.0683117,108.243309,3,https://www.openstreetmap.org/node/11530773064
hotel,osm-node-12107623401,Kon-Tiki Hostel,khach-san-homestay,,"12, Duong Trieu Viet Vuong, Da Nang",16.0642477,108.2308224,3,https://www.openstreetmap.org/node/12107623401
hotel,osm-node-5607040127,La COOL House Hostel,khach-san-homestay,Son Tra,"42, An Nhon 6, Son Tra, Da Nang",16.0687774,108.2358207,3,https://www.openstreetmap.org/node/5607040127
hotel,osm-node-11889083769,Lu peaceful homestay,khach-san-homestay,,"Duong Phan Lang 14, Da Nang",16.0551135,108.189185,3,https://www.openstreetmap.org/node/11889083769
hotel,osm-node-3489018330,Nha tro Dinh Quoc Vuong,khach-san-homestay,Ngu Hanh Son,"Le Thien Tri, Ngu Hanh Son, Da Nang",15.9788648,108.2525834,3,https://www.openstreetmap.org/node/3489018330
hotel,osm-node-3478891526,Nha tro DUong Thi Tanh,khach-san-homestay,Ngu Hanh Son,"Luu Quang Vu, Ngu Hanh Son, Da Nang",15.9671967,108.2382552,3,https://www.openstreetmap.org/node/3478891526
hotel,osm-node-3489018328,Nha tro Hoang Van Sinh,khach-san-homestay,Ngu Hanh Son,"Luu Quang Vu, Ngu Hanh Son, Da Nang",15.970688,108.2440386,3,https://www.openstreetmap.org/node/3489018328
hotel,osm-node-3512677311,Nha tro Hua Dien,khach-san-homestay,Ngu Hanh Son,"Nguyen Thuc Tu, Ngu Hanh Son, Da Nang",15.9803496,108.2511639,3,https://www.openstreetmap.org/node/3512677311
hotel,osm-node-3455687232,Nha tro Huynh Dinh,khach-san-homestay,Ngu Hanh Son,"Luu Quang Vu, Ngu Hanh Son, Da Nang",15.9713255,108.2439001,3,https://www.openstreetmap.org/node/3455687232
hotel,osm-node-3560105163,Nha tro Huynh Dinh Dung,khach-san-homestay,Ngu Hanh Son,"Luu Quang Vu, Ngu Hanh Son, Da Nang",15.9760015,108.2480471,3,https://www.openstreetmap.org/node/3560105163
hotel,osm-node-3489018331,Nha tro Le Duc Tin,khach-san-homestay,Ngu Hanh Son,"Le Thien Tri, Ngu Hanh Son, Da Nang",15.9786338,108.251049,3,https://www.openstreetmap.org/node/3489018331
hotel,osm-node-3495233441,Nha tro Mai Truc Lam,khach-san-homestay,Ngu Hanh Son,"Luu Quang Vu, Ngu Hanh Son, Da Nang",15.9756184,108.2479094,3,https://www.openstreetmap.org/node/3495233441
hotel,osm-node-3514922511,Nha tro Ngo Dinh Tu,khach-san-homestay,Ngu Hanh Son,"Luu Quang Vu, Ngu Hanh Son, Da Nang",15.9759866,108.248505,3,https://www.openstreetmap.org/node/3514922511
hotel,osm-node-3560105167,Nha tro Nguyen Doan Chinh,khach-san-homestay,Ngu Hanh Son,"Luu Quang Vu, Ngu Hanh Son, Da Nang",15.9761714,108.2489505,3,https://www.openstreetmap.org/node/3560105167
hotel,osm-node-3560105161,Nha tro Nguyen Huy Vu,khach-san-homestay,Ngu Hanh Son,"Luu Quang Vu, Ngu Hanh Son, Da Nang",15.975667,108.2476281,3,https://www.openstreetmap.org/node/3560105161
hotel,osm-node-3560105165,Nha tro Nguyen Le Viet,khach-san-homestay,Ngu Hanh Son,"Luu Quang Vu, Ngu Hanh Son, Da Nang",15.9764429,108.2492395,3,https://www.openstreetmap.org/node/3560105165
hotel,osm-node-3516506506,Nha tro Nguyen Long,khach-san-homestay,Ngu Hanh Son,"Nguyen Minh Chau, Ngu Hanh Son, Da Nang",15.9787751,108.2542858,3,https://www.openstreetmap.org/node/3516506506
hotel,osm-node-3560105160,Nha tro Nguyen Ngoc Linh,khach-san-homestay,Ngu Hanh Son,"Luu Quang Vu, Ngu Hanh Son, Da Nang",15.9752877,108.2474964,3,https://www.openstreetmap.org/node/3560105160
hotel,osm-node-3496244410,Nha tro Nguyen Quoc Dung,khach-san-homestay,Ngu Hanh Son,"Nguyen Minh Chau, Ngu Hanh Son, Da Nang",15.9790396,108.2541639,3,https://www.openstreetmap.org/node/3496244410
hotel,osm-node-3455679141,Nha tro Nguyen Thi Nga,khach-san-homestay,Ngu Hanh Son,"Duong Luu Quang Vu, Ngu Hanh Son, Da Nang",15.972693,108.2417865,3,https://www.openstreetmap.org/node/3455679141
hotel,osm-node-3560105166,Nha tro Nguyen Thi Thu Ha,khach-san-homestay,Ngu Hanh Son,"Le Thien Tri, Ngu Hanh Son, Da Nang",15.9785115,108.2525479,3,https://www.openstreetmap.org/node/3560105166
hotel,osm-node-3497145815,Nha tro Nguyen Van Hung,khach-san-homestay,Ngu Hanh Son,"Luu Quang Vu, Ngu Hanh Son, Da Nang",15.9679696,108.2380122,3,https://www.openstreetmap.org/node/3497145815
hotel,osm-node-3495233434,Nha tro Nguyen Van Sy,khach-san-homestay,Ngu Hanh Son,"Le Thien Tri, Ngu Hanh Son, Da Nang",15.9786338,108.2516775,3,https://www.openstreetmap.org/node/3495233434
hotel,osm-node-3497145814,Nha tro Pham Ngoc Hai,khach-san-homestay,Ngu Hanh Son,"Nguyen Minh Chau, Ngu Hanh Son, Da Nang",15.979241,108.2508611,3,https://www.openstreetmap.org/node/3497145814
hotel,osm-node-3560105162,Nha tro Pham Nhat Tan,khach-san-homestay,Ngu Hanh Son,"Luu Quang Vu, Ngu Hanh Son, Da Nang",15.9758881,108.2474617,3,https://www.openstreetmap.org/node/3560105162
hotel,osm-node-3560105164,Nha tro Phan Thanh Huan,khach-san-homestay,Ngu Hanh Son,"Luu Quang Vu, Ngu Hanh Son, Da Nang",15.9763562,108.2479304,3,https://www.openstreetmap.org/node/3560105164
hotel,osm-node-3495233433,Nha tro Tan Canh,khach-san-homestay,Ngu Hanh Son,"Le Thien Tri, Ngu Hanh Son, Da Nang",15.9786456,108.2512708,3,https://www.openstreetmap.org/node/3495233433
hotel,osm-node-3478891527,Nha tro Tan Thanh Huyen,khach-san-homestay,Ngu Hanh Son,"Luu Quang Vu, Ngu Hanh Son, Da Nang",15.9700413,108.2442529,3,https://www.openstreetmap.org/node/3478891527
hotel,osm-node-3512677310,Nha tro Tran Hung Sang,khach-san-homestay,Ngu Hanh Son,"Nguyen Thuc Tu, Ngu Hanh Son, Da Nang",15.9803468,108.2521429,3,https://www.openstreetmap.org/node/3512677310
hotel,osm-node-3495233439,Nha tro Tran Quan,khach-san-homestay,Ngu Hanh Son,"Luu Quang Vu, Ngu Hanh Son, Da Nang",15.9764093,108.2493914,3,https://www.openstreetmap.org/node/3495233439
hotel,osm-node-3514922509,Nha tro Tran Thai Phuong,khach-san-homestay,Ngu Hanh Son,"Nam Ky Khoi Nghia, Ngu Hanh Son, Da Nang",15.9782666,108.2521038,3,https://www.openstreetmap.org/node/3514922509
hotel,osm-node-3516506507,Nha tro Tran Trong Khiem,khach-san-homestay,Ngu Hanh Son,"Nam Ky Khoi Nghia, Ngu Hanh Son, Da Nang",15.9776686,108.2538819,3,https://www.openstreetmap.org/node/3516506507
hotel,osm-node-3489018329,Nha tro Tran Van Hieu,khach-san-homestay,Ngu Hanh Son,"Luu Quang Vu, Ngu Hanh Son, Da Nang",15.9766018,108.2496009,3,https://www.openstreetmap.org/node/3489018329
hotel,osm-node-4704794989,Nha tro VTV,khach-san-homestay,,"183/15/13, Phan Thanh, Da Nang",16.0614403,108.2101891,3,https://www.openstreetmap.org/node/4704794989
hotel,osm-node-3842864143,Oc Tien Sa Hotel,khach-san-homestay,Hai Chau,"163, Nguyen Hoang, Hai Chau, Da Nang",16.0606999,108.2137377,3,https://www.openstreetmap.org/node/3842864143
hotel,osm-node-5535905123,quan quan hotel,khach-san-homestay,,"Nguyen Huu Tho, Da Nang",16.0536081,108.2089282,3,https://www.openstreetmap.org/node/5535905123
hotel,osm-node-6355823385,Son Tra Green Hotel,khach-san-homestay,,"116, Duong Nguyen Huy Chuong, Da Nang",16.0881891,108.2444228,3,https://www.openstreetmap.org/node/6355823385
hotel,osm-node-12098065601,Tashi Park View Hotel & Apartment,khach-san-homestay,,"24-26, Duong Phuoc Truong 15, Da Nang",16.0763967,108.2418113,3,https://www.openstreetmap.org/node/12098065601
hotel,osm-node-11896312469,Ty house homestay da nang,khach-san-homestay,,"25-27, Kiet 21 Che Lan Vien, Da Nang",16.0431848,108.2464496,3,https://www.openstreetmap.org/node/11896312469
hotel,osm-node-12114300901,Zuka Hotel & Apartments,khach-san-homestay,,"09, Kiet 35 Duong Dinh Nghe, Da Nang",16.0677368,108.2436651,3,https://www.openstreetmap.org/node/12114300901
hotel,osm-node-7143487885,139nguyen ducedm,khach-san-homestay,,"139, Nguyen duc chung, Da Nang",16.062815,108.2101633,3,https://www.openstreetmap.org/node/7143487885
hotel,osm-node-5893704690,4 Seasons Danang Hostel,khach-san-homestay,Ngu Hanh Son District,"69, Chau Thi Vinh Te, Ngu Hanh Son District, Danang",16.050939,108.2404008,3,https://www.openstreetmap.org/node/5893704690
hotel,osm-node-12163654196,Adela,khach-san-homestay,,"10, Duong An Thuong 36, Da Nang",16.052917,108.2440574,3,https://www.openstreetmap.org/node/12163654196
hotel,osm-node-11888983269,Alyssa hotel,khach-san-homestay,,"109D, Duong Duong Dinh Nghe, Da Nang",16.0686659,108.2388273,3,https://www.openstreetmap.org/node/11888983269
hotel,osm-node-6313525388,bella boutique Villa,khach-san-homestay,Son Tra,"29, Do The Chap, Son Tra, Da Nang",16.0777588,108.2444152,3,https://www.openstreetmap.org/node/6313525388
hotel,osm-node-4401174794,Bien Vang Hotel,khach-san-homestay,,"Pham Van Dong, Da Nang",16.0709263,108.2352601,3,https://www.openstreetmap.org/node/4401174794
hotel,osm-node-5311766223,City Hostel,khach-san-homestay,,"114, Yen Bai, Da Nang",16.0655088,108.2223258,3,https://www.openstreetmap.org/node/5311766223
hotel,osm-node-4326820491,Dai Long hotel,khach-san-homestay,,"194, Duong Ha Huy Tap, Da Nang",16.0623771,108.1918861,3,https://www.openstreetmap.org/node/4326820491
hotel,osm-node-5780795147,Dreamy House,khach-san-homestay,Son Tra,"k30/3, Ha Bong, Son Tra, Da Nang",16.067078,108.2438459,3,https://www.openstreetmap.org/node/5780795147
hotel,osm-node-10314394611,DTC Hotel,khach-san-homestay,,"252B, Duong Vo Nguyen Giap, Da Nang",16.0626468,108.2460673,3,https://www.openstreetmap.org/node/10314394611
hotel,osm-node-4199987426,Faifo Hotel,khach-san-homestay,,"200, Hai Phong, Da Nang",16.0712651,108.2098782,3,https://www.openstreetmap.org/node/4199987426
hotel,osm-node-7116041302,Fivitel Boutique da nang,khach-san-homestay,,"202, Da Nang",16.0643682,108.2206297,3,https://www.openstreetmap.org/node/7116041302
hotel,osm-node-4611974790,Flora Hotel,khach-san-homestay,,"103, Duong Nguyen Van Linh, Da Nang",16.0607119,108.2184792,3,https://www.openstreetmap.org/node/4611974790
hotel,osm-node-4550531390,Fusion Suites,khach-san-homestay,,"88, Duong Vo Nguyen Giap, Da Nang",16.0810779,108.24697,3,https://www.openstreetmap.org/node/4550531390
hotel,osm-node-5436574423,HaLo Homestay,khach-san-homestay,,"k30/h1/08, Duong Ha Bong, Da Nang",16.0668988,108.2438296,3,https://www.openstreetmap.org/node/5436574423
hotel,osm-node-10768167105,Hana Homestay Danang,khach-san-homestay,Ngu Hanh Son,"84, Duong Thach Lam, Ngu Hanh Son, DA NANG",16.0565287,108.2445298,3,https://www.openstreetmap.org/node/10768167105
hotel,osm-node-6544450819,Herriott,khach-san-homestay,,"7, Duong Le Van Quy, Danang",16.0718093,108.238651,3,https://www.openstreetmap.org/node/6544450819
hotel,osm-node-3630417210,Hoa Viet Hotel,khach-san-homestay,,"8, Phan Dinh Phung, Da Nang",16.070395,108.223643,3,https://www.openstreetmap.org/node/3630417210
hotel,osm-node-4249901095,Hoang Phuong Hotel,khach-san-homestay,,"Nguyen Huu Tho, Da Nang",16.040909,108.2107662,3,https://www.openstreetmap.org/node/4249901095
hotel,osm-node-5426555721,Homestay Halley,khach-san-homestay,,"37, Duong Dao Cam Moc, Da Nang",16.043357,108.2120125,3,https://www.openstreetmap.org/node/5426555721
hotel,osm-node-4677455200,Homestay Heo Dat,khach-san-homestay,,"32, Duong Dao Cam Moc, Da Nang",16.0434346,108.212103,3,https://www.openstreetmap.org/node/4677455200
hotel,osm-node-5249863421,Hue Chi,khach-san-homestay,,"6, Hoang Viet, Da Nang",16.0810276,108.2296778,3,https://www.openstreetmap.org/node/5249863421
hotel,osm-node-5413973628,King Garden Hotel,khach-san-homestay,,"456A, Duong Nguyen Tri Phuong, Da Nang",16.0514417,108.2114422,3,https://www.openstreetmap.org/node/5413973628
hotel,osm-node-6544417147,Lenid,khach-san-homestay,Quan Son Tra,"23, Duong Dinh Thi Hoa, Quan Son Tra, Danang",16.0713438,108.2363631,3,https://www.openstreetmap.org/node/6544417147
hotel,osm-node-6544417154,Luxtery,khach-san-homestay,,"136, Duong Pham Van Dong, Danang",16.070692,108.2357923,3,https://www.openstreetmap.org/node/6544417154
hotel,osm-node-6544492198,Mari Gold,khach-san-homestay,Son Tra,"14, Duong Nguyen Cao Luyen, Son Tra, Da Nang",16.0692957,108.2415842,3,https://www.openstreetmap.org/node/6544492198
hotel,osm-node-8446244502,My Little Pig Homestay,khach-san-homestay,Son Tra,"04, Duong An Nhon 1, Son Tra, Da Nang",16.0704986,108.233022,3,https://www.openstreetmap.org/node/8446244502
hotel,osm-node-6530479393,New Life Hotel,khach-san-homestay,,"Duong Trinh Cong Son, Da Nang",16.0335638,108.2206857,3,https://www.openstreetmap.org/node/6530479393
hotel,osm-node-6518732280,New Orient Hotel,khach-san-homestay,,"20, Duong Dong Da, Da Nang",16.0825866,108.2214313,3,https://www.openstreetmap.org/node/6518732280
hotel,osm-node-6654699997,Nha Chung Homestay,khach-san-homestay,,"Kiet 81 Luong The Vinh, Da Nang",16.0638036,108.2385305,3,https://www.openstreetmap.org/node/6654699997
hotel,osm-node-4855468621,Noi o,khach-san-homestay,,"Nguyen Hoang, Da Nang",16.0608379,108.2136384,3,https://www.openstreetmap.org/node/4855468621
hotel,osm-node-5762588562,Orchidees,khach-san-homestay,,"09, Duong Dinh Nghe, Da Nang",16.068851,108.2441758,3,https://www.openstreetmap.org/node/5762588562
hotel,osm-node-5464674523,Otium hostel danang,khach-san-homestay,,"73, Duong Nguyen Chi Thanh, Da Nang",16.0762739,108.2205138,3,https://www.openstreetmap.org/node/5464674523
hotel,osm-node-11433787697,Ponte Boutique Da Nang,khach-san-homestay,,"104, Ho Nginh, Da Nang",16.0746079,108.2427787,3,https://www.openstreetmap.org/node/11433787697
hotel,osm-node-5413973113,Red Palace Hotel,khach-san-homestay,,"275, Duong Nguyen Tri Phuong, Da Nang",16.0516704,108.211934,3,https://www.openstreetmap.org/node/5413973113
hotel,osm-node-6544495730,Rosetta,khach-san-homestay,Son Tra,"63, Duong Duong Dinh Nghe, Son Tra, Da Nang",16.0687168,108.2423129,3,https://www.openstreetmap.org/node/6544495730
hotel,osm-node-11896574769,Royal apartment,khach-san-homestay,,"22, Duong My Da Dong 12, Da Nang",16.0454258,108.2469527,3,https://www.openstreetmap.org/node/11896574769
hotel,osm-node-4900673921,San San Hotel,khach-san-homestay,,"54, Duong An Thuong 26, Da Nang",16.0553158,108.2453862,3,https://www.openstreetmap.org/node/4900673921
hotel,osm-node-4612193833,Sea Phoenix Hotel,khach-san-homestay,,"115, Ho Xuan Huong, Da Nang",16.0409715,108.2483633,3,https://www.openstreetmap.org/node/4612193833
hotel,osm-node-11680377169,Senorita boutique hotel,khach-san-homestay,,"89 Tran Bach Dang, Da Nang",16.0497984,108.2477859,3,https://www.openstreetmap.org/node/11680377169
hotel,osm-node-12103878902,Siro House Homestay,khach-san-homestay,,"8, Kiet 72 Nguyen Van Thoai, Da Nang",16.0539254,108.2402218,3,https://www.openstreetmap.org/node/12103878902
hotel,osm-node-6514131805,Solar Hotel,khach-san-homestay,,"Duong Truong Chi Cuong, Da Nang",16.0309898,108.2250188,3,https://www.openstreetmap.org/node/6514131805
hotel,osm-node-5815719653,Stingray hostel,khach-san-homestay,,"15-17, Nguyen Van Linh, Da Nang",16.0608725,108.2216027,3,https://www.openstreetmap.org/node/5815719653
hotel,osm-node-6544417152,Tabii,khach-san-homestay,Quan Son Tra,"27, Duong An Don 4, Quan Son Tra, Danang",16.0729945,108.2372723,3,https://www.openstreetmap.org/node/6544417152
hotel,osm-node-6544417146,Thanh Nhung,khach-san-homestay,Quan Son Tra,"17, Duong Pham Van Dong, Quan Son Tra, Danang",16.0712142,108.2360048,3,https://www.openstreetmap.org/node/6544417146
hotel,osm-node-5780635953,travidat,khach-san-homestay,,"20, Ha Bong, Da Nang",16.067533,108.2443277,3,https://www.openstreetmap.org/node/5780635953
hotel,osm-node-4931062422,TruongVuHouse's,khach-san-homestay,,"Van Thanh 2, Da Nang",16.0969476,108.1355671,3,https://www.openstreetmap.org/node/4931062422
hotel,osm-node-7103226711,Tulip Hotel,khach-san-homestay,,"58, Tran Phu, Da Nang",16.0706895,108.2238849,3,https://www.openstreetmap.org/node/7103226711
